Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g)
vegan,"Beetroot, hummus & crispy chickpea sub sandwich",mediterranean,59.07,262.48,42.64
vegan,Vegan Mushroom Gravy recipes,american,17.32,106.32,57.73
vegan,Simple Vegan Chocolate Cake,american,38.71,545.64,135.55
vegan,Vegan Banana Ice Cream,american,11.88,169.1,97.21
vegan,Vegan Spiced Cashew Rice,american,45.72,211.44,86.92
vegan,Vegan Carrot Jalapeño Soup,american,20.77,90.18,59.76
vegan,Vegan Sweet Squash Soup,american,6.77,102.28,23.03
vegan,Vegan Avocado Ceviche recipes,american,9.15,39.7,43.86
vegan,5-Minute Vegan Breakfast Burritos,american,76.01,132.07,50.95
vegan,Veggie Veggie Vegan Soup,american,20.35,123.04,29.02
vegan,Best-Ever Vegan Meatballs,american,35.95,114.25,28.96
vegan,Vegan Lemon Fettuccine Alfredo,american,85.42,292.08,91.47
vegan,No-Oil Balsamic Dressing,american,33.28,101.9,2.99
vegan,Vegan bean chilli fries,american,50.83,249.54,90.69
vegan,All the 'melon Ceviche (vegan),american,14.32,122.56,31.66
vegan,Vegan Moroccan Harira recipes,middle eastern,127.16,430.33,43.33
vegan,Vegan Cream Of Broccoli Soup,american,41.97,142.86,18.91
vegan,Vegan Caesar Salad recipes,american,55.62,193.4,143.75
vegan,Vegan and Gluten-Free Gravy,american,29.69,49.33,16.42
vegan,Miso-Agave Mayonnaise (Vegan) Recipe,japanese,18.36,51.95,84.05
vegan,Vegan Sweet Potato Chili,american,44.2,231.63,39.97
vegan,Orange-Walnut Biscotti,italian,82.16,393.23,137.8
vegan,Vegan Kale Caesar Salad,american,44.65,114.84,53.56
vegan,Vegan “Cheese” Spread recipes,american,70.39,99.61,130.81
vegan,Smoky Black Bean Enchiladas,mexican,99.51,308.46,48.72
vegan,Raw Vegan Zoodles with Romesco,american,52.57,234.71,59.35
vegan,Vegan Chorizo for Omnivores Recipe,american,170.52,351.7,94.17
vegan,15 Minute Cauliflower Fried Rice recipes,chinese,40.74,57.84,43.11
vegan,Spicy Vegan Sloppy Joes,american,52.1,233.65,50.05
vegan,Vegan Thai Cucumber Salad,south east asian,16.75,48.12,47.06
vegan,Eggless Molten Lava Cake (In the Microwave),american,4.73,38.99,18.82
vegan,Vegan Cauliflower Fried Rice,chinese,42.07,84.73,76.58
vegan,Vegetable Stock From 'Afro-Vegan',american,0.56,3.29,0.06
vegan,Pecan-stuffed dates,american,23.83,282.81,103.33
vegan,Reeses Pie recipes,american,119.7,385.64,191.84
vegan,Spicy Vegan Sloppy Joes,american,52.1,233.65,50.05
vegan,Vegan Dal Makhni recipes,american,68.31,177.32,70.78
vegan,Vegan White Bean Chili,american,89.72,304.98,67.7
vegan,Raw Walnut Brownies (vegan + gf),american,8.87,112.76,41.16
vegan,Vegan: Breakfast Garlic Toast Recipe,american,33.25,115.8,63.11
vegan,Vegan Pad Thai with Tofu,asian,66.38,195.01,63.49
vegan,Vegan Black Sesame Milkshakes,american,18.8,76.81,117.06
vegan,Delicious Vegan Chili recipes,american,42.13,167.98,24.93
vegan,Vegan Pinto Bean Chili,american,381.55,1264.46,37.23
vegan,Vegan Chili and Cornbread Casserole,american,319.54,1159.0,291.7
vegan,Healthy Vegan Yoga Bowl,american,60.73,188.21,18.76
vegan,Vegan Portobello Muffuletta recipes,american,47.45,189.36,70.33
vegan,Baked Vegan Doughnuts recipes,american,15.23,304.34,67.71
vegan,Vegan Chipotle Lentil Tacos,american,136.34,428.83,53.51
vegan,Purple Carrot’s Loaded Nachos,mexican,126.73,425.71,338.92
vegan,Vegan Black Bean Burgers,american,113.81,338.17,38.43
vegan,Chocolate Mocha Pie,american,39.03,348.34,75.65
vegan,Vegan Crispy Roasted Cauliflower,american,33.34,42.56,46.01
vegan,Vegan Mixed Berry Panna Cotta,american,14.9,111.97,50.97
vegan,Vegan Butter Chicken recipes,american,52.94,121.02,76.27
vegan,Hearty Vegetable Stock (Vegan) Recipe,american,0.46,2.66,0.12
vegan,Beetroot & red onion tarte tatin,french,47.43,319.17,232.71
vegan,Raspberry Lemon Cake,american,26.36,279.82,58.73
vegan,Vegan Pulled Mushroom BBQ Sandwiches,american,50.04,300.89,48.65
vegan,Vegan Bakery-Style Blueberry Muffins,american,60.67,558.45,19.72
vegan,Carnitas tenderloin tacos,mexican,71.06,54.84,66.08
vegan,Canadian apple butter,american,2.49,135.45,25.78
vegan,"Pantry Bacon (vegan, gluten free)",american,0.92,79.66,27.61
vegan,Raw Vegan Coconut Almond Macaroons,american,36.09,114.15,126.25
vegan,Burgers with Chunky Grilled Vegetables,american,52.87,100.71,28.39
vegan,Vegan Broccoli Cream Soup Recipe,american,23.5,92.68,28.95
vegan,Vegan chocolate banana ice cream,american,1.61,27.46,0.63
vegan,Patatas Bravas,mediterranean,25.85,207.13,64.9
vegan,"Big Quesadillas with Refried Beans, Spinach, and Avocado",mexican,51.06,204.95,54.93
vegan,"Charred cauliflower, lemon & caper orzo",italian,19.38,93.24,11.53
vegan,Mango-Raspberry Vegan Shake recipes,american,4.2,164.16,14.87
vegan,Healthy Vegan German Potato Salad,american,28.42,244.78,1.47
vegan,Red cabbage with coriander seed,american,4.48,111.57,15.81
vegan,Chickpeas With Spring Greens (Vegan),american,39.1,139.69,22.25
vegan,Fully Loaded Vegan Burritos,american,67.39,364.68,36.02
vegan,Spicy Vegan Refried Beans Recipe,american,100.45,309.31,61.96
vegan,Cheesy Vegan Brussels Sprout Chips,american,12.37,27.62,14.54
vegan,Trinidad Pholourie (Gluten Free & Vegan),american,52.36,390.02,84.29
vegan,Vegan Whipped Coconut Sweet Potatoes,american,7.42,82.5,24.29
vegan,Olive-Artichoke Eggplant Rolls,mediterranean,21.24,79.57,92.14
vegan,Vegan Jelly-Filled Muffins Recipe,american,20.55,440.45,79.32
vegan,RAW VEGAN BLOODY MARY recipes,american,5.99,29.77,1.48
vegan,Hungarian Apple Crumb Kugel,french,17.65,504.27,94.97
vegan,Zucchini Verde Vegan Enchiladas,american,91.98,243.48,112.79
vegan,Asian-Style Lettuce Wraps,japanese,50.77,54.64,18.12
vegan,Vegan chickpea curry jacket potatoes,american,76.95,355.52,41.04
vegan,Vegan Fluffy Buttercream Frosting recipes,american,1.19,424.99,193.24
vegan,Vegan Thai Summer Squash Vichyssoise,south east asian,44.26,154.44,61.48
vegan,Vegan Cream of Broccoli Soup,american,50.28,107.77,31.46
vegan,Vegan Vanilla Ice Cream recipes,american,25.52,107.14,61.4
vegan,Raw Vegan Fig-Vanilla Jam,american,3.26,61.03,3.23
vegan,Vegan Bakery-Style Banana Muffins,american,54.07,584.1,8.27
vegan,Banana Cake with Peanut Butter Frosting recipes,american,33.4,355.7,147.51
vegan,Banana Bread for One,american,2.58,40.25,14.28
vegan,Vegan Spinach and Artichoke Dip,american,51.29,101.78,127.63
vegan,Vegan Stuffing with Mushrooms and Leeks,american,66.77,281.85,107.09
vegan,Vegan Tofu and Spinach Scramble,american,70.95,39.43,62.98
vegan,Spicy Cabbage Slaw (vegan) Recipe,american,5.78,84.31,0.89
vegan,VEGAN PENNE WITH VODKA SAUCE,american,107.55,480.93,253.29
vegan,Vegan Pumpkin Pie Ice Cream,american,16.63,173.09,43.5
vegan,Vegan Mint Chip Ice Cream,american,39.05,157.15,134.2
vegan,Grilled Portobello Mushroom Burgers,world,43.5,164.35,27.76
vegan,Raspberry Mousse recipes,french,39.86,167.6,36.62
vegan,Cajun Portobello Sandwich with Avocado and Rémoulade,american,57.79,210.99,172.74
vegan,Vegan Macaroni and Cheese recipes,american,193.15,523.06,199.57
vegan,Vegan Tofu Green Goddess Dressing,american,6.27,18.38,77.51
vegan,Vegan Sweet Potato Malai Kofta,american,36.9,128.0,128.65
vegan,Easy Vegan Pad Thai Supreme,american,97.94,217.78,168.32
vegan,Gluten-Free Balsamic Zucchini Scones,american,20.83,236.24,117.68
vegan,Vegan Lasagna with Roasted Vegetables,american,163.88,380.69,90.7
vegan,RAW VEGAN CHOCOLATE CAKE recipes,american,64.58,545.79,182.41
vegan,Creamy Vegan Butternut Squash Carbonara,american,109.29,444.43,60.41
vegan,RAW VEGAN DONUT HOLES recipes,american,27.04,203.88,72.04
vegan,Spring Has Sprung Salad recipes,american,17.79,61.94,14.16
vegan,Vegan Roasted Sweet Potato Quesadillas,mexican,77.95,361.1,76.6
vegan,Homemade 'Reese's Cups' Recipe,american,95.7,445.64,398.74
vegan,Vegan Green Bean Casserole Recipe,american,41.54,127.28,418.85
vegan,Chilled Avocado Soup,american,11.34,45.35,81.6
vegan,Creamy Vegan Herb Salad Dressing,american,14.5,6.77,34.26
vegan,Super Healthy Vegan Hummus Wrap,american,22.54,64.48,36.5
vegan,Vegan Portobello and Peach Burger,american,79.96,381.1,254.75
vegan,Creamy Vegan Avocado Potato Salad,american,26.81,185.65,60.99
vegan,Vegan Pumpkin Pie Ice Cream,american,16.63,173.09,43.5
vegan,Vegan Cauliflower Steaks with Mushroom Gravy,american,37.21,111.41,69.17
vegan,"The Happy Herbivore's Easy, Mock Tuna Salad Recipe",american,102.57,315.32,37.81
vegan,Vegan Cauliflower Fettuccine Alfredo with Kale,american,75.91,290.12,71.3
vegan,Smokin' Hot Vegan Vaquero Chili,american,57.35,191.42,17.06
vegan,Soy-Free Vegan Mayonnaise recipes,american,2.47,12.91,173.68
vegan,Paleo Honey Cake,eastern europe,87.32,258.25,259.21
vegan,"Homemade Vegan ""Kit Kat"" Bars",american,54.69,511.03,283.58
vegan,Spinach & Dill Pasta Salad,american,17.4,70.76,24.13
vegan,Vegan Cream of Broccoli Soup recipes,american,41.97,142.86,18.91
vegan,Indian Cauliflower with Black Mustard Seeds,mediterranean,14.68,48.25,45.34
vegan,5 Minute Vegan Kale Pesto recipes,american,13.62,20.92,135.28
vegan,Mexican Quinoa Bake,middle eastern,146.79,496.75,81.22
vegan,Pantry Thai vegan chickpea pasta,south east asian,119.07,530.39,176.66
vegan,Raw Mini Key Lime Pies,american,8.55,164.25,92.62
vegan,Vegan Italian Garbanzo Bean Soup,american,29.6,113.87,21.94
vegan,Recipe: Vegan Sweet Potato Chowder,american,17.31,201.34,28.75
vegan,Italian Wedding Soup,italian,125.25,163.89,50.35
vegan,Vegan Carrot Ginger Coconut Soup,american,29.08,129.28,68.93
vegan,RAW VEGAN SPECIAL BROWNIES recipes,american,33.59,250.48,358.36
vegan,Vegan Dark Chocolate Coconut Tart,american,32.24,221.1,103.54
vegan,Vegan Burrito Bowls with Cauliflower Rice,mexican,25.61,50.07,58.11
vegan,Soy-Free Vegan Mac and Cheese,american,74.62,161.63,11.77
vegan,Paleo and Vegan Pesto stuffed mushrooms,american,10.73,15.5,49.29
vegan,Vegan Dan Dan Noodles Recipe,asian,45.41,189.76,105.4
vegan,Eggless Tofu Salad,asian,54.39,29.82,38.61
vegan,The Best Vegan Tacos Ever,american,66.84,319.94,135.48
vegan,Vegan Lemon-Dill Cashew Dip,american,57.76,99.83,193.27
vegan,Summer Baked Beans,american,10.34,402.59,7.31
vegan,Green Goddess Dressing (Vegan) recipes,american,6.86,26.61,84.01
vegan,Carrot Mustard Soup,american,69.1,147.26,30.53
vegan,Vegan Creamy Curried Pumpkin Soup,american,63.88,290.85,179.29
vegan,Vegan Banana Coconut Ice Cream Recipe,american,12.53,369.55,105.65
vegan,Crabless Cakes with Hearts of Palm and Corn,mediterranean,30.54,144.93,42.23
vegan,"Chana Saag (vegan, gluten free)",american,60.24,155.38,44.87
vegan,Tofu Burger,asian,122.37,445.66,80.26
vegan,Mushroom Sun Burger,american,45.55,85.84,81.32
vegan,Mushroom Chia Risotto,italian,42.76,409.11,63.48
vegan,Tangy Vegan Potato Salad Recipe,american,57.93,304.53,130.47
vegan,Spicy Pumpkin Soup,british,23.85,148.88,17.78
vegan,Creamy Vegan Fingerling Potato Salad Recipe,american,20.82,185.35,55.76
vegan,Pumpkin Spice Whoopie Pies (Vegan),american,44.86,408.68,110.29
vegan,Petite Quiches Three Ways,french,115.56,354.44,204.12
vegan,"Vegan ""Pancit Bihon"" with Spaghetti Squash",american,14.17,90.83,32.26
vegan,Vegan Garlic Scrape and Mushroom Rice,american,29.91,145.23,15.92
vegan,Baked Eggplant Fries Recipe,french,61.99,238.33,30.15
vegan,Toasted Hazelnut and Fig Cake (Vegan),american,63.19,453.89,357.0
vegan,Naughty & Nice Vegan Enchilada Casserole,american,84.97,339.36,32.59
vegan,Vegan Harvest Vegetable Tart recipes,american,92.46,214.57,116.61
vegan,Peanut-Tamarind Dipping Sauce for Spring Rolls or Satay Recipe,south east asian,24.35,36.34,66.36
vegan,Vegan Pumpkin Pecan Pie recipes,american,87.99,496.82,335.19
vegan,Gluten-Free Vegan Stuffed Potatoes,american,98.63,691.07,33.85
vegan,Miso-Marinated Portobello Carpaccio (Vegan) Recipe,japanese,11.93,38.64,69.78
vegan,Vegan Avocado Lime Ice Cream Recipe,american,12.58,259.48,88.12
vegan,Oatmeal Banana Chocolate Chip Cake {Vegan},american,46.97,639.42,212.42
vegan,Vegan Peach Crumble Coffee Cake,american,34.97,392.01,164.88
vegan,Recipe: 6-Ingredient Vegan Enchilada Casserole,american,51.99,239.48,95.83
vegan,Best-Ever Vegan Mac & Cheese,american,134.86,514.32,144.12
vegan,Wholesome Holiday Cookies (vegan + gluten-free),american,36.43,157.33,208.54
vegan,Vegan Mint Chip Ice Cream Recipe,american,28.89,288.27,249.93
vegan,"Tofu ""Egg"" Salad",asian,68.9,30.83,70.95
vegan,"Strawberry Kiwi Daiquiri Cupcakes with Kiwi Curd, Strawberry Rum Frosting, and Strawberry Rum Shooter Garnish",american,92.28,2314.02,665.2
vegan,Loaded Organic Baked Potato with Broccoli and Cheese,italian,59.69,179.9,109.31
vegan,Vegan Soft Serve Ice Cream recipes,american,7.04,90.76,3.39
vegan,Zucchini Za’atar Vegan Scones recipes,american,37.77,213.68,129.79
vegan,VIETNAMESE RICE NOODLE SOUP (VEGAN PHO),south east asian,31.1,207.84,18.92
vegan,Deep Dish Chocolate Peanut Butter Ice Cream Cake recipes,american,112.35,575.76,249.51
vegan,Japanese Pancakes (Okonomiyaki) recipes,american,27.62,110.94,35.07
vegan,Spiced Coconut Lentil Soup recipes,south american,56.77,157.3,68.75
vegan,Veggie Kebabs With Vegan Pesto Sauce,american,107.45,103.38,222.45
vegan,Aromatic Coconut Rice recipes,indian,35.06,342.77,69.42
vegan,Fruit & nut butternut squash quinoa,south american,79.26,308.07,131.58
vegan,Slow-Cooker Vegan Lentil Curry,american,112.09,408.52,18.4
vegan,Instant-Pot Vegan Cauliflower Queso,american,27.68,59.25,18.02
vegan,Vegan Pumpkin Pecan Pie recipes,american,84.98,439.4,274.26
vegan,Vegan Carrot Spice Muffins recipes,american,52.3,443.44,47.22
vegan,5 Minute Vegan Pumpkin Soup recipes,american,30.87,168.45,44.04
vegan,Date parcels stuffed with frangipane and pomegranate,american,45.98,511.58,285.24
vegan,Vegan Coconut Banana Ice Cream recipes,american,12.71,127.44,84.77
vegan,Vegan Lentil Bolognese with Cashew Parmesan,american,113.48,482.33,37.83
vegan,Grilled Broccoli and Bread Salad with Pickled Shallots,american,42.75,263.75,130.8
vegan,"Celeriac, hazelnut & truffle soup",french,52.69,168.76,110.68
vegan,Rice Spaghetti with Green Vegan Basil Pesto,american,19.28,141.13,67.74
vegan,Easy Vegan Garlic Scape Pesto recipes,american,84.75,33.82,112.08
vegan,Vegan Saffron-Almond Rice Pudding Recipe,british,42.64,336.11,40.95
vegan,The Best Vegan Mapo Tofu Recipe,asian,75.35,69.27,136.84
vegan,15-Minute Creamy Tomato Soup (Vegan) Recipe,american,27.5,129.28,116.19
vegan,Eggless Salad,french,42.76,30.02,25.53
vegan,"Mushroom, Zucchini, and Black Bean Enchiladas",south american,69.31,322.33,106.83
vegan,The Trifecta Burger,american,105.55,94.95,227.09
vegan,"King Oyster Mushroom ""BLT"" with Basil Mayonnaise recipes",american,25.16,78.74,51.15
vegan,Callaloo - Trinidadian (Vegan) Cream of Spinach,american,23.33,58.48,125.79
vegan,Crispy Fish 'n' Rainbow Chips,american,203.23,155.01,146.44
vegan,Naan,indian,72.17,442.77,69.4
vegan,"Chocolate-Covered Potato Chips with Coconut, Chile Powder, & Toasted Almonds",american,65.69,379.93,327.43
vegan,Vegan Coconut Zucchini Chocolate Chip Bread,american,45.07,364.82,232.78
vegan,Roasted Cauliflower and Almond Risotto,italian,71.43,255.83,115.68
vegan,Vegan Kale and White Bean Korma,american,110.61,344.48,46.11
vegan,Vegan Stovetop-Style Macaroni and Cheese Recipe,american,57.7,264.11,151.45
vegan,Vegan Shiitake Miso Cleansing Soup recipes,american,39.68,202.63,9.48
vegan,Salmon with Stone Fruit and Parmesan Salad,nordic,87.02,43.49,122.55
vegan,Vegan Caesar Salad with Polenta Croutons,american,75.65,219.09,54.16
vegan,Mango Rice with Mustard,indian,18.61,178.66,51.56
vegan,Satay sweet potato curry,south east asian,30.05,156.04,107.5
vegan,Bean & halloumi stew,french,54.94,133.87,72.08
vegan,Yellow Split-Pea Soup,french,113.42,313.22,12.41
vegan,Lamington babka - chocolate and coconut vegan brioche,american,67.84,520.26,136.02
vegan,(Absolutely not a Falafel) Vegan Lentil Falafel,american,46.33,133.73,2.36
vegan,Vegan Lentil Bolognese with Cashew Parmesan,american,170.99,544.44,105.64
vegan,Spinach Fettuccine with Tangy Grilled Summer Squash,american,79.87,404.91,132.08
vegan,Spicy Vegan Dragon Noodle Salad Recipe,american,57.2,255.09,90.89
vegan,Meal-Prep Vegan Moroccan Lettuce Wraps,american,181.37,572.53,54.59
vegan,Savory Vegan Chickpea Crêpes With Vegetable Ragout,american,47.23,162.33,31.12
vegan,Fudgy Brownies recipes,french,61.79,603.55,215.47
vegan,Papadums With Whipped Dal,indian,55.86,135.98,58.81
vegan,Oil-free Vegan Pesto Pasta Salad,american,31.33,303.87,42.21
vegan,Vegan Pasta Alfredo With Two Stroganoff Variations,american,70.53,254.29,34.09
vegan,Repair and Recover Vegan Chia Pudding recipes,british,8.47,26.41,9.87
vegan,Kimchi Udon Noodle Soup,asian,55.59,161.65,24.36
vegan,Orange Chocolate Vegan Cheese Cake recipes,american,79.19,398.7,470.33
vegan,Vegan Chocolate-Peanut Butter Pudding Cups,british,65.49,340.58,271.16
vegan,Creamy Vegan Linguine with Wild Mushrooms recipes,american,102.78,374.81,91.03
vegan,Shiny Happy Poppers,french,32.06,200.02,115.51
vegan,Spinach Dip,american,30.78,43.04,132.01
vegan,Vegan Salty Peanut Butter Ice Cream Recipe,american,79.44,310.67,351.96
vegan,Vegan Sweet Potato and Pumpkin Pudding Cups,british,17.94,154.04,73.94
vegan,Sticky toffee pear pudding,british,38.94,975.75,206.75
vegan,Foolproof Vegan Vanilla Coconut Ice Cream Recipe,american,22.14,253.66,219.45
vegan,KALE + EDAMAME DUMPLINGS w/ SIMPLE DIPPING SAUCE recipes,chinese,74.92,368.27,22.84
vegan,Vegan Quinoa-Stuffed Grilled Zucchini recipes,american,36.15,107.22,72.8
vegan,"Vegan, Gluten Free Butternut Squash Gratin",american,104.45,273.06,62.21
vegan,Vegan Toasted Coconut And Pistachio Ice Cream,american,15.14,143.93,108.29
vegan,Vegan Dark Chocolate-Avocado Cake recipes,american,70.04,956.9,298.71
vegan,Chana Masala Pockets with Tofu and Arugula,asian,212.76,609.53,108.18
vegan,Vegan Chocolate Cake with Creamy Chocolate Filling,american,82.81,942.6,262.43
vegan,Vegan Quinoa-Cranberry Stuffed Acorn Squash,american,45.69,339.78,67.84
vegan,Karina's Gluten-Free Pumpkin Pie With Praline And Coconut-Pecan Crust,american,43.53,604.47,340.12
vegan,Vegan Vanilla Bean Coconut Milk Ice Cream,american,17.2,154.45,180.78
vegan,Strawberries with Pomegranate Molasses and Vegan Whip Cream,american,16.29,206.68,134.38
vegan,Vegan Wild-Rice-Stuffed Butternut Squash,american,37.1,306.15,77.66
vegan,Vegan Seitan and Mushroom Ragù Bolognese Recipe,american,132.82,110.63,99.64
vegan,Mini Vegan Key Lime Icebox Pies,american,34.73,315.21,801.39
vegan,Foolproof Vegan Chocolate Coconut Ice Cream Recipe,american,28.47,271.83,223.87
vegan,Vegan Shepherd’s Pie with Gravy recipes,american,42.83,360.03,54.61
vegan,Recipe: Vegan Creamy Curried Cauliflower Soup,american,32.73,97.53,95.5
vegan,Creamy Vegan Saag Paneer (With Tofu) Recipe,asian,50.62,81.39,62.87
vegan,Spiced Butternut Squash Lentil Soup (Vegan),american,64.65,236.09,33.82
vegan,"Gluten-Free, Vegan Cranberry-Almond Tartlets",american,71.0,418.03,177.94
vegan,Flying Tofu Wedges,asian,56.97,25.88,37.72
vegan,"Vegan Quinoa, Broccoli, and Kale Curry Recipe",american,42.54,161.71,55.0
vegan,"Vegan Coconut, Lime, and Rum Ice Cream Recipe",american,22.2,253.22,219.46
vegan,Easy Vegan Pressure-Cooker Miso Risotto Recipe,japanese,37.37,347.3,87.9
vegan,Mak Kimchi,south east asian,16.34,36.04,1.92
vegan,Amaretto-spiked Chocolate Mousse recipes,italian,51.89,188.64,99.61
vegan,"Easy Flaked Almond ""Tuna"" Salad recipes",american,36.59,50.97,86.5
vegan,Southern Skillet Black-Eyed Peas with Quick Buttery Biscuits,mediterranean,83.85,497.26,304.42
vegan,"Butternut, chestnut & lentil cake",south east asian,123.25,624.69,113.28
vegan,Pink Pasta - with a creamy vegan vegetable sauce,american,63.96,356.1,16.77
vegan,Garlic Potato Kale Cakes,central europe,39.38,301.21,42.49
vegan,Ultimate Vegan Lentil Walnut Loaf recipes,american,76.55,333.74,32.63
vegan,"Homemade Baileys Irish Cream, made vegan. recipes",world,8.86,93.2,117.82
vegan,"Vegan Potato, Pepper and Olive Phyllo Cups",mediterranean,65.91,373.92,94.34
vegan,Barbecued Tofu Burger,asian,66.13,259.53,41.51
vegan,5 Ingredient No Bake Vegan Date Squares recipes,american,100.09,831.04,179.01
vegan,Colin Quinn's Irish Lamb Stew recipes,british,282.7,351.37,349.13
vegan,Sweet Potato-Black Bean Burgers,american,78.61,299.8,66.66
vegan,Gluten- and Dairy-Free Pie Crust,american,19.84,146.62,117.59
vegan,Homemade Vegan Burgers That Don't Suck Recipe,american,116.52,408.38,173.73
vegan,Baked mini gluten free vegan vanilla donuts,american,6.74,206.28,51.41
vegan,Dark Chocolate Cherry Walnut Truffles recipes,french,29.78,210.49,152.54
vegan,Vegan Beet Burgers with Sweet Chili Slaw,american,55.2,303.88,59.95
vegan,Appetizer Recipe: Miso Sweet Potato Bites,japanese,29.62,206.76,42.3
vegan,Vegan Snack Recipe: Toast with Hummus & Veggies,american,8.85,33.92,4.8
vegan,Vegan dal | Hidden veg red lentil dal,american,80.1,235.31,7.74
vegan,Vegan Olive Oil Cake w/Candied Rosemary,american,39.73,686.82,352.54
vegan,Red Lentil Soup with Lime,french,53.51,161.56,19.46
vegan,Our Favorite Chocolate Cake,american,25.32,408.54,105.86
vegan,Who Cares Vegan Mac and Cheese recipes,american,303.66,681.96,245.27
vegan,"SEXY CARAMEL SLICE (RAW, VEGAN, XO) recipes",american,99.61,812.75,256.02
vegan,The Saint Jamez Benedict,american,67.18,126.42,168.33
vegan,Mexican Mushroom and Spinach Sandwich (Vegan Torta) Recipe,american,47.97,185.14,66.94
vegan,"Vegan Mushroom ""Jerky"" (Slow-Roasted Mushroom Strips)",american,6.67,32.45,14.0
vegan,Roasted Vegan Cauliflower Soup with Parsley-Chive Swirl,american,125.49,260.01,367.16
vegan,Vegan “Cream” Of Broccoli Soup With Leeks And Scallions,american,27.64,114.23,30.7
vegan,Spaghetti and Soyballs,italian,129.78,282.3,84.87
vegan,Vegan Pumpkin Pie With Rustic Spelt Crust,american,50.19,470.24,154.08
vegan,Raw Chili recipes,american,70.26,284.92,93.63
vegan,Vegan Southern-Style Collard Greens With Mushrooms Recipe,american,55.98,115.89,160.31
vegan,Organic Lentil and Rice Stuffed Peppers,mediterranean,115.69,347.98,40.9
vegan,Blender Sweet Potato Pie,south american,20.34,253.96,98.65
vegan,Vegan Hot and Sour Soup with Tofu recipes,american,81.76,53.77,82.74
vegan,Jackfruit Sloppy Joes,american,24.71,272.95,26.66
vegan,Plain Cake Donut,american,14.5,404.4,76.58
vegan,"Vegan Farro Risotto with Fennel, Peas and Greens",italian,41.38,190.32,76.47
vegan,Crisp Tofu and Thai Cucumber Raita,south east asian,26.96,34.41,40.89
vegan,CrisSpi Asian Tofu Sandwich,asian,150.3,464.12,119.07
vegan,Vegan Coconut-Lime Panna Cotta with Mango Jam,american,17.71,157.36,54.27
vegan,Asian Asparagus Salad With Peanuts and Mint Dressing [vegan],american,35.41,104.48,84.24
vegan,Vegan Kale and Black Sesame Sushi Bowl,japanese,33.12,258.51,45.52
vegan,Roasted Sweet Potato Salad with Candied Walnuts recipes,south american,18.51,117.15,64.52
vegan,Vegan Curry Butternut Squash Soup With Kale Recipe,american,37.46,163.3,59.63
vegan,Vegan Cream of Mushroom and Wild Rice Soup,american,47.23,183.97,66.42
vegan,Vegetarian Pasta Puttanesca,italian,54.02,303.41,75.85
vegan,Baked Yam Fries with Sriracha Hummus (Vegan + GF),american,33.02,169.41,42.68
vegan,Corn Soup with Tofu Larb,asian,88.69,267.57,77.5
vegan,"Tomato, pepper & bean one pot",mexican,161.21,531.46,26.21
vegan,THE BEST VEGAN CORN TACOS WITH BELL PEPPER AND CILANTRO,american,19.99,144.88,41.58
vegan,Basil Scalloped Tomatoes and Croutons recipes,american,40.71,83.13,49.37
vegan,"Carrot, Pea, and Mint Salad Recipe",mediterranean,17.22,75.91,82.92
vegan,Beet and Citrus Salad With Pine Nut Vinaigrette Recipe,american,24.74,156.71,107.6
vegan,Stir Fried Singapore Noodles with Garlic Ginger Sauce recipes,asian,35.17,166.07,18.47
vegan,Easy Vegan Soba Noodles with Peanut Sauce Recipe,asian,100.27,392.87,70.17
vegan,"Eat your veggies, risotto!",italian,57.83,172.85,39.19
vegan,Vegan Coconut Cream Tart with White Peaches and Blueberries,american,39.45,285.88,109.49
vegan,Tomato-Garlic Focaccia - My Vegan Italian Flatbread,american,29.81,323.46,24.1
vegan,Gluten-Free Low-Fat Vegan Oatmeal Muffins Recipe,american,36.6,395.9,52.33
vegan,Light Yakisoba Noodles,asian,26.81,120.31,35.64
vegan,Barbecue Slawpy Jacks,american,28.7,376.7,56.48
vegan,Gigante Beans a la Zaytinya,american,29.56,98.08,46.07
vegan,Vegan Chickpea Chile Soup with Greens and Grains,american,56.37,226.91,31.65
vegan,Vegan Garden Pesto With Miso and Mixed Herbs Recipe,american,10.74,18.94,124.83
vegan,Fig Salad inspired by Yotam Ottolenghi,american,22.07,156.75,49.11
vegan,Seared Maitake Mushrooms recipes,french,13.6,57.03,197.0
vegan,Cheater’s Maple Baked Beans on Toast recipes,american,34.0,133.4,9.01
vegan,Chickpea Salad recipes,american,35.34,109.62,26.9
vegan,The Vegan Divas Cookbook: Smoky Tomato-Bean Soup,american,70.3,187.93,32.62
vegan,Mexican Fried Eggplant Sandwich (Vegan Tortas and Pambazos) Recipe,american,61.37,316.97,274.04
vegan,Summer tomato lazy bruschetta,italian,37.03,180.61,44.77
vegan,"""Refried"" Black Beans and Walnut Meat Tacos (Vegan)",american,133.18,332.91,127.84
vegan,Vegan Roasted Vegetable Quinoa Bowl with Creamy Green Sauce,american,56.14,170.34,81.83
vegan,Herb and Cheese Drop Biscuits recipes,british,36.3,205.92,94.25
vegan,"Vegan Eggnog (Dairy Free, Egg Free, Gluten Free)",american,91.05,155.31,215.85
vegan,Butternut Squash Salad With Farro And Pepitas recipes,italian,67.75,229.64,124.65
vegan,"Vegan raw corn, avocado and black bean salad",american,44.72,195.48,34.04
